NO_OF_SAMPLES	129
FREQUENCY	100
TIME_STAMP	2025-09-18, 15:15:04	710.78465524
FIRST_SAMPLE	119
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	517.924011
FORCE_PLATE_CORNER_POSX_POSY_Y	474.072998
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	519.979004
FORCE_PLATE_CORNER_NEGX_POSY_Y	17.014200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	17.079901
FORCE_PLATE_CORNER_NEGX_NEGY_Y	17.752501
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.074800
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.464996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
166	1.65000	2.997805	1.017098	675.098601	40.255086	-49.525307	0.370528	72.750101	59.212392	0.000000	
167	1.66000	3.065572	0.903946	674.920020	40.254944	-49.534041	0.352027	72.778375	59.234671	0.000000	
168	1.67000	2.906391	1.085299	675.008129	40.273441	-49.561678	0.370738	72.819227	59.243513	0.000000	
169	1.68000	3.042254	1.108983	674.828751	40.300893	-49.624859	0.365853	72.924244	59.298626	0.000000	
170	1.69000	3.109836	1.177687	674.650163	40.273672	-49.634063	0.374857	72.953285	59.269983	0.000000	
171	1.70000	3.041339	1.109241	674.202511	40.337051	-49.660989	0.388840	73.046024	59.407653	0.000000	
172	1.71000	3.041467	1.313980	674.469778	40.346536	-49.661030	0.388768	73.016961	59.385852	0.000000	
173	1.72000	3.065090	1.177271	674.648854	40.382725	-49.642481	0.374974	72.968565	59.431767	0.000000	
174	1.73000	3.044514	1.153609	675.722605	40.346866	-49.688760	0.379708	72.921641	59.285101	0.000000	
175	1.74000	3.044587	1.130589	675.365046	40.392040	-49.688589	0.407285	72.960218	59.384932	0.000000	
176	1.75000	3.044897	1.176246	675.721789	40.410656	-49.752168	0.393538	73.015544	59.378230	0.000000	
177	1.76000	3.000339	1.039169	675.811350	40.455837	-49.724615	0.389088	72.967686	59.445309	0.000000	
178	1.77000	2.931515	0.971065	675.632156	40.455686	-49.706205	0.366271	72.963993	59.464992	0.000000	
179	1.78000	2.977817	0.880138	675.989667	40.483244	-49.797055	0.361687	73.056822	59.479519	0.000000	
180	1.79000	3.069021	0.971266	676.079276	40.483324	-49.778848	0.370620	73.014738	59.466297	0.000000	
181	1.80000	2.977250	0.971188	675.542012	40.528351	-49.705550	0.361566	72.970100	59.580532	0.000000	
182	1.81000	2.976948	1.016739	675.362994	40.537413	-49.705508	0.370735	72.989512	59.607131	0.000000	
183	1.82000	3.044791	0.949101	675.094045	40.600844	-49.686368	0.342999	72.986378	59.728998	0.000000	
184	1.83000	3.044018	0.971937	674.647342	40.582399	-49.659200	0.361339	72.994766	59.740084	0.000000	
185	1.84000	2.976668	0.948335	674.467969	40.681986	-49.594987	0.375247	72.923095	59.905123	0.000000	
186	1.85000	2.978070	1.038959	674.913216	40.809463	-49.566752	0.352227	72.832785	60.048858	0.000000	
187	1.86000	3.069205	1.016646	674.643457	40.945685	-49.574520	0.338232	72.868173	60.276256	0.000000	
188	1.87000	3.025334	1.175025	674.909598	41.109507	-49.573712	0.352079	72.840679	60.485661	0.000000	
189	1.88000	2.934959	1.106332	674.998132	41.173207	-49.628050	0.352366	72.916942	60.576136	0.000000	
190	1.89000	2.934539	1.265877	674.637944	41.309509	-49.581263	0.333871	72.886778	60.801213	0.000000	
191	1.90000	2.912068	1.333897	674.368089	41.436631	-49.562155	0.338473	72.889120	61.010143	0.000000	
192	1.91000	2.911718	1.493365	673.828747	41.618424	-49.578921	0.343002	72.972709	61.319555	0.000000	
193	1.92000	2.934646	1.652674	673.558073	41.782114	-49.586790	0.347482	73.012524	61.577871	0.000000	
194	1.93000	2.982271	1.697610	674.003120	41.973163	-49.585495	0.338185	72.959270	61.817754	0.000000	
195	1.94000	3.210025	1.948500	673.732877	42.146073	-49.611382	0.360548	73.013565	62.084392	0.000000	
196	1.95000	3.211771	2.016190	673.998659	42.346350	-49.683009	0.369784	73.090770	62.352888	0.000000	
197	1.96000	3.235712	2.084252	673.995731	42.573788	-49.745108	0.369756	73.181801	62.686554	0.000000	
198	1.97000	3.305742	2.174932	674.440853	42.737766	-49.789560	0.369615	73.194959	62.882684	0.000000	
199	1.98000	3.374145	2.357328	674.348803	42.892705	-49.870295	0.374039	73.320662	63.110221	0.000000	
200	1.99000	3.443005	2.380341	674.346786	43.047378	-49.914482	0.360117	73.382309	63.338409	0.000000	
201	2.00000	3.511797	2.357903	674.434800	43.156696	-49.995471	0.350839	73.488667	63.493520	0.000000	
202	2.01000	3.535724	2.471190	674.522676	43.293347	-50.085914	0.387589	73.611698	63.681051	0.000000	
203	2.02000	3.741303	2.449373	675.058092	43.375692	-50.175879	0.350433	73.674019	63.753540	0.000000	
204	2.03000	3.765520	2.494474	675.503990	43.475886	-50.175244	0.341188	73.622723	63.856867	0.000000	
205	2.04000	3.832319	2.404385	674.609116	43.548230	-50.210674	0.341059	73.769502	64.054643	0.000000	
206	2.05000	3.811203	2.494876	675.502403	43.576237	-50.301887	0.341178	73.807663	64.005552	0.000000	
207	2.06000	3.743612	2.630873	675.410645	43.730765	-50.273584	0.341263	73.779860	64.235005	0.000000	
208	2.07000	3.607479	2.698457	675.499188	43.758237	-50.319328	0.359981	73.845939	64.263194	0.000000	
209	2.08000	3.653193	2.789879	675.676113	43.849557	-50.382210	0.341507	73.916840	64.375996	0.000000	
210	2.09000	3.609140	2.834565	675.943331	43.949683	-50.409192	0.360016	73.929981	64.495882	0.000000	
211	2.10000	3.677347	3.062400	676.031287	44.004682	-50.454341	0.368996	73.983043	64.555273	0.000000	
212	2.11000	3.654628	3.062331	675.761933	44.095396	-50.435390	0.364431	73.986009	64.715390	0.000000	
213	2.12000	3.586882	3.221075	675.939634	44.140974	-50.389745	0.364501	73.902939	64.756287	0.000000	
214	2.13000	3.609702	3.289133	675.671210	44.186285	-50.380473	0.391985	73.917392	64.845174	0.000000	
215	2.14000	3.585721	3.403203	675.134074	44.195302	-50.380362	0.405762	73.977805	64.903622	0.000000	
216	2.15000	3.542343	3.356547	675.670569	44.258950	-50.371262	0.419693	73.907832	64.948777	0.000000	
217	2.16000	3.473041	3.425019	675.312152	44.258951	-50.380313	0.419819	73.964808	64.979369	0.000000	
218	2.17000	3.381407	3.356444	674.776104	44.249347	-50.325838	0.433789	73.948628	65.021116	0.000000	
219	2.18000	3.244613	3.287954	674.865717	44.194838	-50.335414	0.420355	73.961076	64.935739	0.000000	
220	2.19000	3.381457	3.106391	675.045973	44.158325	-50.326248	0.401721	73.919496	64.875009	0.000000	
221	2.20000	3.312498	3.038212	674.777831	44.130930	-50.344629	0.401911	73.980384	64.864386	0.000000	
222	2.21000	3.313054	2.810434	674.868834	44.094240	-50.326678	0.397395	73.943717	64.814771	0.000000	
223	2.22000	3.244191	2.742330	674.869190	44.030602	-50.327028	0.379194	73.948292	64.724489	0.000000	
224	2.23000	3.222775	2.536836	675.138677	44.030276	-50.290783	0.379314	73.866190	64.710244	0.000000	
225	2.24000	3.313118	2.446438	674.871236	44.002803	-50.290677	0.374530	73.890104	64.700696	0.000000	
226	2.25000	3.314361	2.514174	675.497213	43.994058	-50.300146	0.379130	73.835175	64.623438	0.000000	
227	2.26000	3.178887	2.171925	675.498530	43.993577	-50.318661	0.388796	73.870488	64.642933	0.000000	
228	2.27000	3.180286	2.284924	676.035107	44.002817	-50.264316	0.397924	73.731041	64.598303	0.000000	
229	2.28000	3.359013	2.218694	674.783979	43.947835	-50.282049	0.392891	73.884199	64.641192	0.000000	
230	2.29000	3.177955	2.217575	675.051887	43.965907	-50.218563	0.388685	73.771423	64.642235	0.000000	
