NO_OF_FRAMES	303
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-18, 15:44:55	2502.10000300
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
207	2.06000	1136.889	344.564	476.033	885.005	535.721	608.211	848.956	589.967	287.405	903.452	488.418	34.193	875.087	221.435	638.357	940.398	94.495	358.762	1067.457	196.773	145.228	318.146	579.849	522.328	-88.809	594.621	418.099	-554.400	612.621	357.231	-581.506	564.150	413.554	-627.469	595.439	245.710	-618.857	562.327	157.473	302.460	232.432	585.550	-52.838	207.766	337.935	-482.966	182.295	166.626	-550.708	225.639	182.032	-461.447	177.477	40.440	-393.131	229.141	23.505
208	2.07000	1137.166	345.127	477.379	885.031	536.362	608.133	849.021	591.112	287.298	903.389	488.901	34.377	875.918	222.852	640.027	949.098	93.516	363.909	1082.697	195.176	154.341	318.389	580.850	523.169	-89.384	595.986	422.840	-555.566	614.221	366.795	-581.645	566.166	423.845	-631.177	596.644	256.725	-623.175	562.689	168.304	302.195	233.659	586.924	-53.289	208.870	338.947	-483.379	183.733	167.466	-550.553	227.353	182.236	-461.434	177.755	40.758	-393.131	229.292	23.563
209	2.08000	1137.215	345.763	478.700	885.165	536.980	608.150	849.088	592.091	287.242	903.721	489.167	34.490	876.917	223.748	641.399	958.463	92.663	369.895	1098.449	193.233	163.856	318.620	581.631	524.168	-90.321	596.738	427.610	-556.812	615.638	376.718	-581.930	567.897	433.450	-633.950	597.669	267.220	-627.683	563.137	179.281	301.834	234.734	588.307	-53.654	210.296	340.367	-483.344	185.252	167.894	-550.663	229.437	182.423	-461.300	178.256	40.973	-393.099	229.290	23.590
210	2.09000	1137.335	346.520	479.834	885.172	537.517	608.234	849.193	592.719	287.147	903.640	489.567	34.805	877.796	224.997	642.885	968.585	92.239	376.294	1114.907	191.478	174.073	318.788	582.607	525.279	-90.858	597.850	432.380	-557.762	616.649	385.907	-582.021	569.012	443.308	-636.990	598.758	278.147	-632.237	564.280	189.934	301.568	235.626	589.326	-54.126	211.688	341.568	-483.902	186.758	168.313	-550.916	231.577	182.402	-461.433	178.989	41.519	-393.169	229.457	23.683
211	2.10000	1137.484	347.185	480.772	885.026	537.869	608.167	849.553	592.891	287.151	903.708	489.737	34.818	878.898	226.069	644.683	978.318	91.761	383.187	1130.936	189.241	184.793	319.004	583.412	526.576	-91.385	598.711	436.968	-558.894	617.660	395.309	-582.082	569.697	452.747	-639.714	600.077	288.341	-636.527	565.653	200.041	300.755	236.670	590.557	-55.075	212.891	343.047	-484.196	188.454	168.759	-550.925	233.601	182.351	-461.501	179.544	42.019	-393.126	229.569	23.737
212	2.11000	1137.324	347.943	481.638	884.923	538.298	608.447	849.577	592.314	287.660	903.884	489.704	34.833	879.857	227.390	646.345	988.389	91.573	389.915	1147.381	187.247	195.685	319.020	584.315	528.093	-91.671	599.642	441.819	-559.745	618.091	404.466	-582.240	570.215	462.224	-642.039	601.069	299.084	-640.760	567.156	210.593	300.065	237.691	591.649	-55.800	214.282	344.657	-484.468	189.998	169.084	-551.202	235.451	182.461	-461.460	179.861	42.472	-393.101	229.669	23.575
213	2.12000	1137.418	348.795	482.383	885.135	538.460	608.811	849.349	591.393	287.625	904.063	489.457	34.773	880.775	228.553	647.654	998.652	91.398	397.262	1163.318	184.966	206.886	318.999	585.147	530.017	-92.416	600.769	446.919	-560.741	618.887	413.687	-582.499	570.435	471.489	-644.600	602.073	309.312	-644.294	568.862	220.198	299.500	238.575	592.325	-56.494	215.306	345.631	-484.850	191.003	169.575	-551.247	236.993	182.256	-461.476	180.200	42.713	-393.181	229.670	23.621
214	2.13000	1137.379	349.549	483.229	885.001	538.363	608.987	849.216	590.150	287.542	904.246	489.109	34.569	881.528	229.514	649.012	1008.306	91.511	404.641	1179.443	182.863	218.335	319.008	585.880	532.173	-93.220	601.834	452.108	-561.867	619.464	422.738	-582.679	570.516	479.949	-646.368	602.971	318.511	-647.428	570.121	229.900	299.022	239.424	593.030	-57.111	216.425	346.810	-484.897	192.023	169.791	-551.576	238.386	182.248	-461.590	180.611	42.953	-393.118	229.702	23.711
215	2.14000	1137.363	350.196	483.758	885.138	538.003	609.203	849.628	589.258	287.456	904.517	488.880	34.433	882.527	230.701	650.521	1017.962	91.923	412.199	1195.092	181.224	230.503	318.640	586.559	533.853	-93.788	602.916	457.327	-562.865	620.232	431.462	-583.730	571.053	489.164	-648.606	604.551	328.538	-650.031	571.652	239.058	298.802	240.331	593.646	-57.532	217.358	347.946	-484.992	192.654	170.161	-551.430	239.293	182.177	-461.802	180.827	43.076	-393.252	229.689	23.598
216	2.15000	1137.311	350.761	484.166	885.511	537.666	609.534	850.482	589.008	287.889	904.423	488.796	34.549	883.611	231.611	651.905	1027.834	92.422	419.912	1210.084	178.972	242.265	318.057	587.313	535.532	-94.976	604.108	463.214	-564.149	620.946	440.817	-583.833	571.528	497.328	-650.961	605.643	338.380	-652.694	573.117	248.198	298.438	241.156	594.516	-57.571	218.111	348.756	-484.731	192.969	170.199	-551.394	239.690	182.219	-461.660	180.797	43.239	-393.224	229.727	23.653
217	2.16000	1137.163	351.198	484.427	885.854	537.050	609.722	851.429	588.899	288.535	904.513	488.817	34.446	884.646	232.187	653.067	1036.961	92.914	428.115	1223.991	176.550	253.812	317.858	587.944	536.899	-95.722	605.291	468.304	-564.891	621.856	449.373	-584.087	571.892	506.395	-652.782	606.788	348.013	-655.084	575.025	257.930	298.310	241.847	595.191	-57.551	218.455	349.450	-484.553	192.791	170.251	-551.188	239.402	182.315	-461.692	180.732	43.230	-393.311	229.691	23.520
218	2.17000	1137.150	351.584	484.673	886.119	536.472	609.821	852.116	589.010	288.891	904.503	488.746	34.456	885.552	232.780	654.301	1045.664	93.681	435.978	1238.010	174.743	266.180	317.490	588.743	538.550	-96.640	606.379	473.838	-565.943	622.905	459.077	-584.257	572.320	515.465	-654.558	608.080	357.572	-657.850	576.458	267.465	298.166	242.762	595.723	-57.225	218.748	349.702	-484.287	192.171	170.294	-550.773	238.671	182.442	-461.622	180.672	43.085	-393.173	229.647	23.676
219	2.18000	1137.073	351.687	484.763	886.227	536.105	609.957	852.516	588.944	288.818	904.221	488.612	34.586	886.432	233.505	655.697	1053.876	94.482	444.220	1250.705	173.025	278.752	317.421	589.632	540.182	-97.517	607.615	479.565	-566.569	623.979	468.468	-584.201	573.094	524.614	-657.073	609.401	368.013	-660.947	578.423	277.533	298.367	243.511	596.177	-57.172	218.682	350.130	-484.145	191.088	170.280	-550.524	237.356	182.671	-461.256	180.063	42.896	-393.274	229.689	23.628
220	2.19000	1136.923	351.567	484.821	886.380	535.812	609.918	852.801	588.852	288.631	904.173	488.619	34.555	887.293	234.190	656.991	1061.792	95.652	452.156	1263.353	171.958	291.268	317.453	590.388	541.970	-97.888	609.183	484.382	-567.319	625.491	478.493	-583.688	573.871	534.280	-658.570	610.699	378.701	-663.971	580.070	288.157	298.416	244.226	596.405	-56.832	218.629	350.367	-483.678	189.693	170.112	-550.225	235.676	182.815	-461.202	179.528	42.842	-393.111	229.519	23.710
221	2.20000	1136.814	351.226	484.900	886.391	535.641	609.972	853.257	588.845	288.814	904.014	488.520	34.574	887.897	234.666	657.660	1069.253	96.912	459.722	1274.792	170.521	303.071	317.200	591.082	543.330	-98.220	610.398	489.840	-567.687	626.781	488.188	-583.328	575.224	544.222	-660.419	612.376	389.826	-667.384	581.683	299.166	298.486	244.558	596.606	-56.712	218.413	350.515	-482.953	188.182	169.973	-549.959	233.688	183.042	-460.900	178.889	42.454	-393.029	229.647	23.616
222	2.21000	1136.574	350.925	484.942	886.429	535.517	610.161	853.664	588.750	289.022	903.998	488.479	34.452	888.521	235.445	658.526	1076.018	98.339	467.279	1285.707	169.591	314.753	317.437	591.765	544.855	-98.694	611.862	494.869	-568.045	628.547	498.374	-583.003	576.921	554.439	-662.324	614.171	401.359	-670.590	583.455	310.793	298.778	244.922	596.743	-56.313	218.098	350.539	-482.524	186.746	169.963	-549.474	231.742	183.237	-460.742	178.270	42.342	-392.874	229.488	23.670
223	2.22000	1136.419	350.527	484.674	886.542	535.307	610.247	854.112	588.440	289.118	903.954	488.190	34.115	889.132	236.235	659.343	1082.373	100.090	474.534	1294.996	168.128	325.550	317.313	592.224	546.365	-98.679	612.944	499.029	-568.345	630.490	508.966	-582.163	578.839	564.532	-664.023	616.040	412.758	-673.665	585.066	322.589	299.035	245.109	596.875	-55.551	217.752	350.215	-481.805	185.496	169.791	-548.833	230.062	183.552	-460.288	177.836	41.890	-392.902	229.568	23.583
224	2.23000	1136.181	350.377	484.386	886.605	535.072	610.305	854.592	588.105	289.148	903.984	488.427	34.469	889.681	237.001	659.991	1088.409	102.178	481.374	1304.725	167.868	336.618	317.303	592.706	547.910	-98.938	614.230	503.365	-568.393	632.543	518.951	-581.611	581.316	575.217	-665.937	618.437	424.789	-677.281	587.238	334.356	299.455	245.322	597.024	-54.560	217.264	349.658	-481.090	184.017	169.873	-548.278	228.542	183.652	-460.090	177.446	41.788	-392.837	229.546	23.647
225	2.24000	1136.081	350.041	484.109	886.865	534.791	610.500	855.028	587.907	289.288	904.166	488.172	34.472	890.572	237.858	660.879	1093.832	104.181	488.113	1313.092	167.473	346.544	316.980	592.942	549.645	-99.285	615.462	507.852	-568.435	634.565	529.050	-580.700	583.593	585.381	-667.328	621.098	436.840	-680.840	589.366	346.552	299.730	245.454	597.214	-53.842	216.590	349.318	-480.483	182.546	169.788	-547.547	226.751	183.894	-459.792	176.968	41.650	-392.651	229.441	23.577
226	2.25000	1135.844	349.679	483.520	887.166	534.492	610.476	855.354	587.768	289.289	903.908	488.247	34.370	891.393	238.592	661.577	1099.054	106.353	494.290	1320.852	167.729	356.181	316.635	593.297	551.516	-99.561	616.925	512.224	-567.903	636.823	538.695	-579.871	585.966	595.591	-668.821	623.133	447.808	-683.951	591.590	358.361	300.204	245.594	597.460	-52.894	215.855	348.879	-479.551	180.949	169.845	-546.893	224.899	184.244	-459.521	176.343	41.551	-392.585	229.430	23.573
227	2.26000	1135.476	349.346	483.003	887.596	534.098	610.719	855.713	587.805	289.422	903.998	488.183	34.395	892.198	239.366	662.252	1103.549	108.533	500.053	1328.237	168.155	365.847	316.211	593.549	553.512	-99.626	618.389	516.366	-567.958	639.158	548.630	-579.196	588.493	605.612	-669.578	625.480	458.607	-686.955	593.479	369.632	300.617	245.776	597.538	-52.238	215.237	348.648	-478.597	179.415	169.444	-546.409	222.779	184.538	-459.129	175.612	41.291	-392.532	229.077	23.254
228	2.27000	1135.024	348.921	482.169	888.021	533.745	610.793	855.986	587.768	289.395	903.826	488.243	34.297	892.759	240.031	662.896	1107.409	110.644	505.239	1334.840	169.122	374.926	315.753	593.932	555.579	-99.653	619.733	521.574	-567.608	641.245	558.079	-577.971	590.682	614.903	-670.376	627.859	469.935	-689.542	595.801	380.828	300.912	245.865	597.570	-51.613	214.573	348.431	-478.191	177.513	169.312	-545.717	220.435	184.572	-458.642	174.872	41.211	-392.351	229.099	23.234
229	2.28000	1134.526	348.325	481.169	888.425	533.737	610.908	856.449	587.848	289.332	903.748	488.284	34.364	893.543	240.910	663.667	1111.342	112.755	509.874	1340.519	169.872	382.965	315.752	594.076	557.362	-99.936	621.341	526.662	-567.104	643.578	567.303	-577.062	592.959	624.674	-670.981	629.861	480.690	-691.236	597.839	391.728	301.128	245.862	597.476	-51.422	213.905	348.667	-477.402	175.479	169.191	-545.297	218.117	184.912	-458.203	174.042	41.111	-392.365	229.064	23.348
230	2.29000	1134.229	347.972	480.405	888.790	533.770	611.082	856.960	587.812	289.555	903.737	488.202	34.496	894.219	241.679	664.399	1114.685	114.706	514.874	1345.855	171.181	391.086	315.854	594.233	558.935	-99.335	622.721	531.701	-566.555	645.959	577.081	-575.776	594.931	633.390	-671.743	632.765	490.522	-692.637	600.520	402.004	301.292	245.853	597.195	-51.055	213.386	348.755	-476.828	173.765	169.041	-544.737	215.974	185.010	-457.857	173.260	41.007	-392.303	229.030	23.273
231	2.30000	1133.968	347.457	479.777	889.063	533.809	611.256	857.430	587.715	289.596	903.883	488.132	34.370	894.755	242.404	664.798	1117.666	116.756	519.154	1350.803	172.692	398.588	316.435	594.244	560.540	-99.112	624.317	536.988	-565.762	648.205	586.673	-574.663	596.935	643.153	-671.957	635.734	501.301	-693.257	603.874	412.138	301.460	245.794	596.931	-50.910	212.936	349.070	-476.139	172.396	168.961	-544.378	214.098	185.224	-457.530	172.624	40.862	-392.265	228.924	23.319
232	2.31000	1133.690	347.218	479.199	889.309	533.826	611.296	857.856	587.560	289.623	903.807	488.005	34.489	895.322	243.181	665.090	1120.633	118.666	523.477	1355.276	174.263	405.221	316.635	594.232	561.953	-99.019	625.912	542.418	-564.997	650.360	596.625	-572.944	598.734	652.484	-672.202	638.881	512.482	-694.174	607.517	422.887	301.569	245.657	596.954	-50.566	212.647	349.301	-475.795	171.197	168.918	-543.930	212.522	185.563	-457.345	172.062	40.979	-392.268	228.829	23.300
233	2.32000	1133.451	347.012	478.540	889.658	534.055	611.480	858.006	587.548	289.528	903.803	488.025	34.485	895.899	243.923	665.486	1123.167	120.352	527.460	1358.505	175.839	411.312	317.059	594.272	563.368	-98.487	627.338	547.349	-563.892	653.006	606.437	-571.804	600.793	662.216	-672.332	642.224	523.662	-695.129	611.776	434.251	302.344	245.561	596.866	-50.026	212.444	349.526	-475.158	170.229	168.899	-543.477	211.318	185.776	-457.012	171.597	40.982	-392.174	228.744	23.259
234	2.33000	1133.369	346.926	478.096	889.882	533.982	611.596	858.363	587.730	289.641	903.731	488.082	34.478	896.395	244.337	665.975	1125.579	121.923	531.308	1361.867	178.241	417.035	317.057	594.083	564.774	-97.812	628.622	551.866	-562.887	655.573	616.583	-569.878	603.053	671.755	-672.478	645.256	534.880	-696.301	615.849	445.685	302.981	245.483	597.072	-49.559	212.354	349.504	-474.309	169.581	168.855	-542.815	210.407	185.872	-456.656	171.433	41.059	-392.122	228.651	23.181
235	2.34000	1133.285	347.077	477.609	890.460	534.001	611.611	858.407	588.100	289.677	903.711	488.115	34.429	896.934	244.765	666.569	1127.318	123.555	534.863	1364.433	180.488	422.499	317.087	593.985	565.949	-97.664	629.964	556.601	-561.975	658.217	626.608	-568.074	605.757	681.927	-672.740	648.279	546.018	-697.965	619.260	457.810	303.665	245.183	597.259	-48.862	212.349	349.330	-473.842	169.024	169.173	-542.280	209.961	186.084	-456.429	171.362	41.059	-391.994	228.705	23.246
236	2.35000	1133.222	347.383	477.214	890.918	533.762	611.499	858.566	588.383	289.668	903.601	488.234	34.468	897.316	245.096	667.221	1129.075	125.115	537.641	1367.175	183.101	427.748	317.348	593.891	567.247	-97.242	631.103	560.800	-560.279	660.408	636.045	-565.832	608.418	691.438	-672.561	651.258	557.861	-699.587	621.922	470.196	304.329	245.176	597.311	-48.435	212.315	349.191	-473.443	168.789	169.125	-541.853	209.594	186.279	-456.110	171.320	40.981	-391.949	228.751	23.205
237	2.36000	1133.429	347.629	476.995	891.289	533.718	611.384	858.753	588.596	289.614	903.631	488.309	34.468	897.695	245.449	667.785	1130.678	126.494	540.767	1369.180	186.120	433.093	317.377	594.066	568.993	-96.656	632.227	565.074	-558.742	662.832	645.585	-563.737	611.089	701.290	-672.040	653.524	568.990	-701.487	623.937	481.925	304.959	245.022	597.535	-47.967	212.405	349.156	-473.142	168.480	169.027	-541.352	209.387	186.305	-456.035	171.244	40.999	-391.888	228.731	23.223
238	2.37000	1133.466	347.818	476.937	891.506	533.950	611.492	859.001	588.866	289.597	903.514	488.239	34.399	897.943	245.982	668.321	1132.135	127.856	543.708	1371.181	188.404	437.421	317.582	593.967	570.135	-96.305	633.312	569.543	-556.928	664.777	654.726	-561.250	613.485	710.568	-671.541	655.982	580.436	-703.359	625.522	493.229	305.214	244.867	597.531	-47.875	212.507	349.461	-472.792	168.216	168.956	-541.102	209.094	186.470	-455.976	171.169	40.927	-391.889	228.803	23.268
239	2.38000	1133.408	347.961	477.044	891.588	534.180	611.392	859.372	589.056	289.616	903.407	488.393	34.468	898.262	246.712	668.977	1133.388	129.248	546.676	1372.526	190.652	440.935	317.842	593.939	571.186	-95.611	634.290	574.548	-555.438	666.627	663.508	-558.752	615.325	719.911	-671.271	657.604	590.849	-704.673	626.899	504.880	305.555	244.901	597.443	-47.989	212.447	349.895	-472.285	168.158	168.774	-540.750	208.863	186.446	-456.011	170.957	41.027	-391.876	228.747	23.242
240	2.39000	1133.444	347.941	477.175	891.511	534.441	611.572	859.640	588.965	289.661	903.401	488.371	34.499	898.672	247.401	669.690	1134.560	130.832	549.130	1374.304	193.051	444.755	317.954	594.110	572.267	-94.730	635.241	579.140	-553.422	667.930	672.549	-556.424	616.598	728.441	-670.384	659.556	601.092	-705.082	628.438	515.574	305.640	245.105	597.513	-48.198	212.531	350.499	-472.135	168.030	168.819	-540.585	208.699	186.600	-455.855	170.924	40.899	-391.879	228.689	23.192
241	2.40000	1133.340	348.017	477.359	891.549	534.772	611.860	859.684	588.691	289.715	903.480	488.365	34.560	898.906	248.075	670.314	1135.894	132.286	551.738	1376.190	195.193	448.382	318.475	594.244	573.109	-93.754	635.879	583.560	-552.134	669.287	681.971	-554.502	617.704	737.483	-669.618	661.072	611.422	-705.242	630.061	525.612	305.874	245.237	597.495	-48.361	212.713	350.974	-472.218	167.714	169.126	-540.385	208.672	186.654	-455.783	170.846	40.880	-391.757	228.774	23.147
242	2.41000	1133.284	348.244	477.581	891.365	535.010	611.930	859.836	588.445	289.843	903.563	488.301	34.531	899.108	248.571	670.906	1137.139	133.559	553.954	1377.433	196.981	451.435	319.050	594.488	574.062	-92.837	636.772	588.502	-550.229	670.241	690.708	-552.571	618.273	746.306	-668.542	662.451	621.244	-704.782	632.250	535.943	305.924	245.306	597.834	-48.145	212.866	351.433	-471.758	167.758	168.963	-540.010	208.748	186.757	-455.664	171.070	40.824	-391.820	228.808	23.291
243	2.42000	1133.333	348.445	477.945	891.241	535.052	612.217	859.605	588.062	289.750	903.527	488.190	34.541	899.440	249.018	671.452	1137.983	134.750	555.740	1378.988	198.871	454.677	319.353	594.599	575.024	-92.266	637.485	592.949	-549.142	671.568	700.432	-550.611	619.186	755.402	-667.659	663.712	631.507	-703.870	633.832	545.567	306.007	245.404	598.144	-47.794	213.109	351.873	-471.316	167.833	168.824	-539.706	208.848	187.023	-455.678	171.297	40.604	-391.864	228.761	23.291
244	2.43000	1133.435	348.750	478.105	891.205	534.931	612.323	859.426	587.856	289.767	903.540	488.214	34.472	899.797	249.514	672.033	1138.699	135.746	557.329	1379.706	200.144	457.235	319.602	594.801	575.701	-91.738	637.990	597.009	-547.291	672.543	708.802	-548.386	620.167	763.884	-666.726	665.071	641.413	-703.084	635.363	555.461	306.219	245.427	598.558	-47.494	213.264	352.053	-471.001	167.799	168.845	-539.306	208.936	187.111	-455.733	171.239	40.550	-391.840	228.761	23.234
245	2.44000	1133.484	349.032	478.263	891.331	534.718	612.254	859.120	587.730	289.673	903.486	488.143	34.416	899.856	249.893	672.549	1139.474	136.650	558.595	1380.977	201.924	460.071	319.771	594.932	576.598	-91.153	638.600	601.204	-545.922	673.548	718.028	-546.262	621.100	772.604	-665.793	665.957	651.033	-703.161	636.707	566.011	306.498	245.588	599.046	-47.133	213.357	352.502	-470.682	167.797	168.700	-538.922	208.939	187.162	-455.768	171.363	40.537	-391.912	228.749	23.310
246	2.45000	1133.549	349.191	478.367	891.458	534.765	612.089	859.033	587.928	289.710	903.515	488.169	34.449	900.033	250.378	673.161	1139.863	137.375	559.932	1381.766	203.561	462.458	319.791	594.946	577.256	-90.739	639.154	605.421	-543.771	674.077	725.920	-543.392	621.863	780.387	-665.302	666.567	661.299	-703.998	637.384	577.041	306.602	245.991	599.424	-47.134	213.527	352.855	-470.427	167.717	168.735	-538.651	208.752	187.222	-455.785	171.184	40.545	-391.854	228.664	23.183
247	2.46000	1133.660	349.233	478.561	891.608	534.900	612.064	858.943	588.169	289.621	903.397	488.186	34.496	900.128	250.688	673.530	1140.274	137.993	561.194	1382.346	204.870	464.583	319.862	595.112	577.932	-90.211	639.659	609.447	-542.304	674.720	734.089	-540.324	622.365	788.325	-664.681	667.118	671.526	-705.050	637.536	587.722	306.471	246.160	599.814	-47.228	213.630	353.419	-470.229	167.439	168.858	-538.489	208.669	187.263	-455.725	171.081	40.508	-391.904	228.598	23.158
248	2.47000	1133.527	349.080	478.616	891.552	535.116	611.780	859.106	588.545	289.504	903.311	488.222	34.506	900.170	251.071	673.869	1140.475	138.770	562.489	1382.852	205.974	466.653	319.678	595.165	578.582	-89.477	639.741	612.708	-540.283	675.004	741.461	-537.341	622.831	795.562	-663.891	667.067	681.316	-706.566	637.762	598.325	306.363	246.385	600.174	-47.600	213.889	353.884	-470.237	167.331	168.999	-538.227	208.634	187.297	-455.746	171.008	40.536	-391.867	228.676	23.346
249	2.48000	1133.359	348.827	478.687	891.436	535.396	611.715	859.215	588.817	289.606	903.274	488.286	34.526	900.048	251.450	674.177	1140.664	139.170	563.599	1383.142	206.761	468.124	319.907	595.254	579.056	-88.793	640.233	616.473	-538.486	675.100	748.816	-534.769	623.052	802.786	-662.945	667.080	690.598	-707.494	637.449	608.860	306.010	246.808	600.541	-47.998	213.951	354.639	-470.225	167.310	168.939	-538.188	208.787	187.317	-455.795	170.987	40.566	-391.902	228.602	23.290
250	2.49000	1133.309	348.727	478.742	891.274	535.862	611.867	859.106	588.959	289.649	903.231	488.324	34.567	900.099	251.844	674.344	1140.831	139.518	564.471	1383.672	207.374	469.274	319.836	595.336	579.728	-88.369	640.258	619.975	-536.752	674.990	755.484	-532.211	622.993	809.548	-662.355	666.885	699.464	-708.207	636.521	618.223	305.884	247.085	600.805	-48.469	214.303	355.580	-470.191	167.713	169.019	-538.127	209.052	187.415	-455.781	171.003	40.546	-391.953	228.618	23.266
251	2.50000	1133.086	348.619	478.723	890.994	536.302	611.824	858.919	588.880	289.456	903.207	488.286	34.429	900.091	252.306	674.562	1140.887	139.909	565.187	1383.813	207.770	470.171	319.893	595.375	580.418	-87.970	640.414	623.234	-534.951	674.591	761.920	-530.067	622.989	816.008	-661.448	666.832	707.516	-708.788	635.927	626.629	305.532	247.368	601.166	-48.953	214.606	356.397	-470.257	167.784	169.282	-538.013	209.469	187.502	-455.785	171.143	40.592	-391.983	228.587	23.288
252	2.51000	1132.947	348.733	478.743	890.681	536.674	611.818	858.445	588.696	289.336	903.355	488.154	34.492	900.050	252.610	674.764	1140.983	140.191	565.730	1383.807	207.920	470.985	320.001	595.441	580.918	-87.581	640.326	626.946	-533.893	674.320	768.809	-528.205	622.584	822.336	-660.534	666.462	715.268	-708.471	635.922	634.785	305.405	247.474	601.711	-49.274	215.256	357.094	-470.289	168.129	169.399	-537.926	209.938	187.559	-455.833	171.345	40.727	-391.960	228.623	23.213
253	2.52000	1132.743	348.887	478.660	890.487	536.792	611.843	858.181	588.635	289.379	903.373	488.135	34.422	900.156	252.919	674.920	1141.147	140.321	566.191	1383.937	208.231	471.539	319.985	595.542	581.422	-87.080	640.214	629.836	-532.504	673.738	774.840	-526.519	621.779	828.391	-659.724	666.152	722.148	-708.095	635.789	642.514	305.436	247.724	602.295	-49.249	215.686	357.718	-470.406	168.516	169.497	-537.927	210.595	187.731	-455.820	171.600	40.876	-391.955	228.692	23.323
254	2.53000	1132.728	349.322	478.538	890.425	536.875	611.865	857.999	588.622	289.362	903.483	488.142	34.359	900.131	253.050	675.147	1141.056	140.513	566.524	1383.823	208.472	471.995	319.835	595.756	582.025	-86.864	640.052	632.601	-531.371	673.106	781.149	-524.665	621.049	833.857	-659.066	665.639	729.170	-707.797	635.611	649.106	305.508	247.949	602.774	-49.440	216.233	358.368	-470.764	169.025	169.856	-537.976	211.325	187.667	-455.880	171.821	40.900	-392.051	228.626	23.293
255	2.54000	1132.683	349.770	478.463	890.394	536.928	611.723	857.815	588.896	289.394	903.369	488.126	34.452	899.943	253.425	675.226	1140.943	140.648	566.854	1383.729	208.492	472.283	319.698	595.835	582.542	-86.827	639.671	635.385	-530.404	672.739	786.472	-523.008	620.107	839.035	-658.285	664.940	736.143	-707.816	635.116	656.279	305.455	248.164	603.169	-49.950	216.590	359.228	-470.875	169.647	170.095	-538.003	212.084	187.777	-456.061	172.027	41.026	-391.995	228.653	23.267
256	2.55000	1132.494	350.254	478.436	890.420	536.874	611.609	857.547	589.181	289.251	903.387	488.199	34.437	899.990	253.668	675.504	1140.738	140.856	567.123	1383.628	208.755	472.596	319.482	595.871	583.018	-86.573	639.349	638.072	-529.100	671.401	791.331	-521.073	619.385	843.523	-658.021	663.819	742.500	-708.143	634.046	663.525	305.506	248.363	603.371	-50.550	216.905	360.336	-471.161	170.274	170.147	-538.301	212.831	187.788	-456.218	172.331	41.028	-392.180	228.717	23.354
257	2.56000	1132.394	350.688	478.509	890.425	536.998	611.419	857.093	589.594	288.982	903.369	488.213	34.377	899.842	253.936	675.645	1140.580	140.905	567.378	1383.487	208.886	472.832	319.369	596.129	583.667	-86.485	639.268	641.156	-528.378	671.019	796.027	-519.115	618.513	847.496	-657.444	662.728	748.699	-709.212	632.734	670.138	305.282	248.606	603.447	-51.366	217.396	361.685	-471.493	170.984	170.234	-538.320	213.780	187.741	-456.490	172.563	40.965	-392.192	228.700	23.353
258	2.57000	1132.253	350.897	478.553	890.314	537.098	611.077	856.609	589.955	288.865	903.411	488.279	34.357	899.806	254.145	675.691	1140.364	140.963	567.765	1383.115	208.775	472.692	319.269	596.378	584.435	-86.262	638.716	643.356	-527.176	669.779	799.309	-517.248	617.481	851.056	-657.352	661.594	754.115	-710.345	631.090	677.145	305.238	248.850	603.240	-52.001	218.004	362.604	-471.932	171.500	170.488	-538.568	214.782	187.834	-456.765	172.757	41.052	-392.348	228.746	23.387
