NO_OF_SAMPLES	149
FREQUENCY	100
TIME_STAMP	2025-09-18, 15:16:24	790.93115550
FIRST_SAMPLE	13727
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	517.924011
FORCE_PLATE_CORNER_POSX_POSY_Y	474.072998
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	519.979004
FORCE_PLATE_CORNER_NEGX_POSY_Y	17.014200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	17.079901
FORCE_PLATE_CORNER_NEGX_NEGY_Y	17.752501
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.074800
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.464996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
13727	137.26000	1.819606	0.602910	2.822689	0.295639	0.352533	0.130973	0.000000	0.000000	0.000000	
13728	137.27000	1.751634	0.511631	2.822432	0.322789	0.352711	0.121978	0.000000	0.000000	0.000000	
13729	137.28000	1.751251	0.579843	2.554240	0.322719	0.352584	0.144923	0.000000	0.000000	0.000000	
13730	137.29000	1.796223	0.603235	2.643260	0.304778	0.325432	0.121847	0.000000	0.000000	0.000000	
13731	137.30000	1.705490	0.625537	2.821994	0.286718	0.315948	0.126661	0.000000	0.000000	0.000000	
13732	137.31000	1.660069	0.602474	2.643080	0.313699	0.370740	0.126730	0.000000	0.000000	0.000000	
13733	137.32000	1.683078	0.602562	3.001126	0.268534	0.333961	0.122120	0.000000	0.000000	0.000000	
13734	137.33000	1.796466	0.603152	2.822301	0.286701	0.316132	0.121860	0.000000	0.000000	0.000000	
13735	137.34000	1.797638	0.511478	3.001921	0.304711	0.325086	0.140285	0.000000	0.000000	0.000000	
13736	137.35000	1.797028	0.671154	3.000612	0.323105	0.352759	0.117216	0.000000	0.000000	0.000000	
13737	137.36000	1.820182	0.580051	3.090671	0.314004	0.316194	0.126424	0.000000	0.000000	0.000000	
13738	137.37000	-0.968110	-0.115899	6.481596	0.451335	0.001788	0.161216	5.286648	69.995357	0.000000	
13739	137.38000	-4.812980	3.731799	49.620713	2.286690	-5.384922	0.781363	111.982471	42.709580	0.000000	
13740	137.39000	-30.274581	-1.233338	279.592345	10.205505	-32.334093	1.296200	119.561015	36.322806	0.000000	
13741	137.40000	-32.885055	-42.333336	240.998056	6.317085	-27.524152	-4.128939	119.253376	32.906105	0.000000	
13742	137.41000	-30.410955	-87.567217	276.688421	4.625220	-31.962039	-10.183958	119.495485	29.061850	0.000000	
13743	137.42000	-27.864602	-79.927546	305.630957	5.002014	-35.586325	-9.619116	119.662667	26.505771	0.000000	
13744	137.43000	-22.433075	-53.883145	321.309124	5.907070	-37.865869	-6.656758	120.218846	24.758872	0.000000	
13745	137.44000	-16.349956	-54.475220	330.989304	5.098499	-39.813307	-6.714940	121.836389	21.653263	0.000000	
13746	137.45000	-5.474868	-72.178032	360.857746	2.678678	-44.640143	-8.512048	123.882727	15.094606	0.000000	
13747	137.46000	11.737221	-82.271391	399.408755	-0.115972	-51.160176	-9.065987	126.478634	7.620548	0.000000	
13748	137.47000	15.530896	-83.207562	423.385625	-2.065730	-55.140165	-9.594681	128.332323	2.652427	0.000000	
13749	137.48000	11.645115	-83.870055	440.624213	-3.595195	-57.292671	-10.507025	128.533717	-0.876049	0.000000	
13750	137.49000	9.161171	-88.112316	472.819589	-5.445833	-61.446551	-11.235202	128.748328	-4.394581	0.000000	
13751	137.50000	10.130919	-92.745092	523.454361	-7.456712	-68.066411	-11.467647	128.824621	-7.490255	0.000000	
13752	137.51000	10.631202	-92.007538	568.518656	-8.801596	-73.973013	-11.421523	128.933104	-9.342376	0.000000	
13753	137.52000	9.066952	-88.613833	603.287323	-9.815854	-78.377458	-11.092769	128.882343	-10.731425	0.000000	
13754	137.53000	10.575197	-85.372151	635.837646	-10.832557	-82.615589	-10.481771	128.832621	-12.003859	0.000000	
13755	137.54000	12.431145	-81.920417	658.821127	-11.656165	-85.719500	-9.863719	128.921388	-13.057887	0.000000	
13756	137.55000	13.270263	-78.626332	673.843898	-12.485935	-87.737326	-9.377673	128.982095	-14.202283	0.000000	
13757	137.56000	13.988890	-76.492016	683.778602	-13.475744	-89.144850	-8.868559	129.118098	-15.573927	0.000000	
13758	137.57000	13.350301	-75.016739	686.647992	-14.608007	-89.521955	-8.563923	129.163250	-17.245528	0.000000	
13759	137.58000	12.908023	-72.561155	684.776849	-15.642734	-89.342155	-8.145838	129.280719	-18.946634	0.000000	
13760	137.59000	13.079923	-66.717703	681.647210	-16.357017	-88.999952	-7.238874	129.364123	-20.423902	0.000000	
13761	137.60000	14.559502	-59.819771	673.153185	-17.036696	-88.317556	-6.239356	129.899982	-22.098064	0.000000	
13762	137.61000	16.785197	-54.577312	662.432657	-17.919956	-87.268224	-5.461935	130.290319	-24.100895	0.000000	
13763	137.62000	18.048409	-50.494857	648.851414	-18.979186	-85.817700	-4.898263	130.712835	-26.482886	0.000000	
13764	137.63000	17.947495	-46.371762	635.801249	-20.001887	-84.314178	-4.372796	131.046252	-28.887936	0.000000	
13765	137.64000	16.686325	-41.434207	622.654046	-20.878550	-82.711766	-3.794445	131.330149	-31.216577	0.000000	
13766	137.65000	15.745143	-36.723331	609.864981	-21.655360	-81.107951	-3.253509	131.525386	-33.447481	0.000000	
13767	137.66000	15.165477	-33.487635	596.366848	-22.642916	-79.530258	-2.887518	131.905599	-36.070177	0.000000	
13768	137.67000	14.856833	-30.932381	582.426960	-23.876761	-77.953106	-2.577077	132.386351	-39.219499	0.000000	
13769	137.68000	14.192149	-28.199991	572.244588	-25.271619	-76.817570	-2.113696	132.811944	-42.540179	0.000000	
13770	137.69000	12.866673	-24.876532	564.382440	-26.953993	-76.104051	-1.699177	133.498104	-46.345068	0.000000	
